0.1413439513963285,0.00435880119583364,0.1260049988204329,0.25388779056154726,0.1566829039722241,-0.24517018816987998,0.1387267036391317,0.17244924140065215
0.2966269891222756,0.019057732015030516,0.2649824483862847,0.2670468911361667,0.32827152985826646,-0.22893142710610567,0.27847465451736275,0.3448520271092128
0.4516790716920327,0.043869810373217924,0.4044907898913319,0.28937595298618324,0.4988673534927335,-0.20163633223974736,0.4199679697203263,0.5177067361190516
0.6064730298687409,0.07852409297393195,0.5446294639238505,0.32075409390531945,0.6683165958136312,-0.16370590795745554,0.5638376185173426,0.6914766450855643
0.7609816944155411,0.12274963652070867,0.6854510205442687,0.3610668983893184,0.8365123682868135,-0.11556762534790105,0.710619833295848,0.8665874333008515
0.9151778960955743,0.17627549771708412,0.8269656528377874,0.41019556983452565,1.0033901393533613,-0.05764457440035739,0.860758802147908,1.0434247585018224
1.0550622536285892,0.23277790375830226,0.9561961882763759,0.4623982450213791,1.1539283189808025,0.003157562495225419,1.0004643652204237,1.20597421893961
1.1946455108228755,0.2965390389445125,1.0859404503396684,0.5216683569493923,1.3033505713060827,0.07140972093963274,1.1434530429738665,1.370462387334344
1.3339072550286524,0.3673553395668765,1.216146078766781,0.5878826743020981,1.4516684312905237,0.14682800483165492,1.289888551427977,1.537086815603961
1.472827073596138,0.4450232419165556,1.3467513818682408,0.6609049686915012,1.598902765324035,0.22914151514161013,1.43989143518867,1.7060156401259892
1.6113845538755516,0.5293391822847116,1.4776890061239525,0.7405866686872719,1.7450801016271507,0.31809169588215125,1.5935441817577631,1.877388338134697
1.7495592832171112,0.6200995969625059,1.6088888487622066,0.8267680001359674,1.8902297176720158,0.4134311937890445,1.7508959627719929,2.0513168582968704
1.873572416517606,0.7071257503019069,1.7271344932509207,0.9097483912612538,2.020010339784291,0.50450310934256,1.895692422498638,2.2101092072688093
1.9972441064904258,0.7990586432842128,1.8454844566716482,0.997726730019053,2.1490037563092033,0.6003905565493727,2.0434988239870777,2.3710871379178813
